Employee ID,Date,Customer Name,Order History,Total,
1008,2023-02-23,Kim,1 Veggie-Bowl 2 Chips&Guacamole,15.67,
1005,2023-02-23,Brooke,1 Chicken-Burrito 1 Chips&Guacamole,12.38,
1005,2023-02-23,Mason,5 Veggie-Tacos 1 water,41.9,
1005,2023-02-23,Frankie,3 Chicken-Tacos 0,23.67,
1011,2023-02-23,Steph,3 Steak-Tacos 0,26.67,
1009,2023-02-23,Sage,5 Steak-Burrito 3 Chips&Guacamole,57.02,
1013,2023-02-23,Miguel,2 Steak-Burrito 0,18.38,
1008,2023-02-23,Faith,1 Veggie-Tacos 1 water,10.34,
1009,2023-02-23,Kai,2 Veggie-Tacos 3 Chips&Salsa,22.35,
1015,2023-02-23,Jamie,3 Veggie-Burrito 0,24.87,
1006,2023-02-23,Yang,5 Beef-Bowl 1 water,47.4,
1008,2023-02-23,Nicky,4 Chicken-Burrito 4 Chips&Guacamole,49.52,
1008,2023-02-23,Thomas,3 Chicken-Bowl 1 Chips&Guacamole,29.76,
1006,2023-02-23,Brenden,4 Veggie-Bowl 1 water,35.61,
1012,2023-02-23,Eli,1 Steak-Bowl 0,9.19,
1005,2023-02-23,Emmett,4 Chicken-Bowl 1 soda,37.21,
1009,2023-02-23,Hayden,4 Chicken-Burrito 0,34.76,
1013,2023-02-23,Frank,4 Veggie-Burrito 2 water,38.06,
1006,2023-02-23,Brooke,1 Chicken-Tacos 0,7.89,
1006,2023-02-23,Ravish,4 Beef-Burrito 3 Chips&Queso,46.43,
1006,2023-02-23,Stephanie,1 Beef-Bowl 3 Chips&Guacamole,20.06,
1011,2023-02-23,Cole,3 Steak-Tacos 1 Chips&Queso,30.16,
1013,2023-02-23,Jordan,1 Steak-Tacos 0,8.89,
1012,2023-02-23,Elliot,1 Chicken-Bowl 0,8.69,
1015,2023-02-23,Drake,1 Veggie-Tacos 2 Chips&Guacamole,15.27,
1003,2023-02-23,Marcus,2 Beef-Burrito 3 water,25.33,
1012,2023-02-23,Eli,1 Beef-Bowl 1 Chips&Guacamole,12.68,
1013,2023-02-23,Lucas,2 Veggie-Tacos 2 water,20.68,
1013,2023-02-23,Ravish,2 Steak-Tacos 0,17.78,
1015,2023-02-23,Parker,4 Chicken-Bowl 0,34.76,
1013,2023-02-23,Chang,2 Beef-Burrito 0,17.98,
1013,2023-02-23,Prakul,3 Veggie-Bowl 0,24.87,
1005,2023-02-23,Bree,1 Chicken-Tacos 0,7.89,
1008,2023-02-23,Ryan,5 Beef-Bowl 1 water,47.4,
1009,2023-02-23,Peyton,3 Chicken-Tacos 3 water,31.02,
1003,2023-02-23,Dana,4 Steak-Tacos 0,35.56,
1005,2023-02-23,Ravish,4 Beef-Burrito 3 Chips&Guacamole,47.03,
1008,2023-02-23,Malcholm,5 Chicken-Bowl 3 water,50.8,
1006,2023-02-23,Cameron,1 Veggie-Burrito 0,8.29,
1006,2023-02-23,David,2 Steak-Burrito 1 Chips&Guacamole,22.07,
1003,2023-02-23,Eli,1 Beef-Tacos 1 Chips&Salsa,10.98,
1003,2023-02-23,Malcholm,1 Beef-Burrito 1 soda,11.44,
1013,2023-02-23,Kai,5 Steak-Burrito 1 water,48.4,
1011,2023-02-23,June,1 Beef-Tacos 4 Chips&Salsa,17.55,
1006,2023-02-23,Conner,5 Beef-Bowl 2 Chips&Guacamole,52.33,
1013,2023-02-23,Jamie,3 Beef-Bowl 3 water,34.32,
1015,2023-02-23,Cameron,4 Veggie-Bowl 3 soda,40.51,
1013,2023-02-23,Marcus,4 Chicken-Burrito 0,34.76,
1005,2023-02-23,Caroline,2 Chicken-Tacos 3 Chips&Queso,26.25,
1005,2023-02-23,Octavion,3 Veggie-Burrito 3 Chips&Salsa,31.44,
1003,2023-02-23,Frank,1 Veggie-Tacos 2 soda,12.79,
1009,2023-02-23,Gabriel,2 Beef-Bowl 0,17.98,
1011,2023-02-23,Ronald,3 Chicken-Tacos 2 Chips&Queso,30.65,
1012,2023-02-23,Daniel,3 Steak-Bowl 1 Chips&Guacamole,31.26,
1008,2023-02-23,Yang,5 Beef-Burrito 0,44.95,
1005,2023-02-23,Prakul,1 Chicken-Burrito 0,8.69,
1008,2023-02-23,Dana,5 Steak-Burrito 0,45.95,
1005,2023-02-23,Dakota,4 Chicken-Bowl 0,34.76,
1006,2023-02-23,Maple,4 Veggie-Tacos 4 Chips&Salsa,40.32,
1013,2023-02-23,Jules,3 Chicken-Tacos 1 Chips&Queso,27.16,
1008,2023-02-23,Marta,4 Beef-Burrito 2 water,40.86,
1011,2023-02-23,Octavion,2 Steak-Bowl 2 water,23.28,
1006,2023-02-23,Malcholm,1 Beef-Bowl 3 Chips&Salsa,15.56,
1011,2023-02-23,Harley,1 Beef-Tacos 1 Chips&Guacamole,12.48,
1011,2023-02-23,Hannah,5 Steak-Tacos 0,44.45,
1011,2023-02-23,Chen,3 Chicken-Tacos 0,23.67,
1003,2023-02-23,Daniel,1 Veggie-Bowl 0,8.29,
1008,2023-02-23,Reese,1 Chicken-Bowl 0,8.69,
1003,2023-02-23,Eli,4 Steak-Tacos 1 water,38.01,
1005,2023-02-23,Hannah,1 Beef-Bowl 0,8.99,
1011,2023-02-23,Stephen,2 Veggie-Tacos 1 soda,18.23,
1013,2023-02-23,Emery,5 Steak-Burrito 3 water,53.3,
1013,2023-02-23,Chris,1 Veggie-Burrito 0,8.29,
1012,2023-02-23,Tom,2 Beef-Burrito 0,17.98,
1005,2023-02-23,Stephanie,3 Veggie-Bowl 0,24.87,
1003,2023-02-23,Logan,5 Steak-Tacos 3 Chips&Salsa,51.02,
1008,2023-02-23,Mark,1 Chicken-Burrito 0,8.69,
1015,2023-02-23,Drake,2 Beef-Bowl 3 Chips&Queso,28.45,
1006,2023-02-23,Rowan,1 Chicken-Tacos 1 water,10.34,
1015,2023-02-23,Taylor,4 Chicken-Tacos 3 soda,38.91,
1006,2023-02-24,Charlie,4 Chicken-Bowl 0,34.76,
1012,2023-02-24,Steph,2 Steak-Burrito 2 water,23.28,
1011,2023-02-24,DaVinci,5 Steak-Burrito 2 soda,50.85,
1015,2023-02-24,Jordan,4 Veggie-Tacos 0,31.56,
1008,2023-02-24,April,4 Veggie-Tacos 3 Chips&Salsa,38.13,
1015,2023-02-24,Emery,3 Steak-Burrito 0,27.57,
1008,2023-02-24,Peyton,4 Steak-Burrito 2 water,41.66,
1005,2023-02-24,Brenden,1 Steak-Tacos 1 Chips&Salsa,11.08,
1012,2023-02-24,Prakul,2 Beef-Burrito 0,17.98,
1012,2023-02-24,Hannah,4 Beef-Tacos 1 soda,37.61,
1003,2023-02-24,Maple,1 Veggie-Bowl 0,8.29,
1013,2023-02-24,Marcos,4 Chicken-Tacos 1 Chips&Guacamole,35.25,
1006,2023-02-24,Chen,3 Steak-Tacos 0,26.67,
1008,2023-02-24,Alex,5 Chicken-Bowl 0,43.45,
1015,2023-02-24,Tom,4 Beef-Tacos 3 water,42.51,
1013,2023-02-24,Rowan,4 Chicken-Tacos 0,31.56,
1006,2023-02-24,Brenden,3 Veggie-Bowl 0,24.87,
1009,2023-02-24,Robert,2 Steak-Bowl 0,18.38,
1012,2023-02-24,Bree,2 Steak-Tacos 0,17.78,
1012,2023-02-24,Eli,4 Beef-Burrito 4 Chips&Queso,49.92,
1015,2023-02-24,Mason,1 Steak-Burrito 3 soda,16.54,
1005,2023-02-24,Ronald,5 Chicken-Tacos 0,39.45,
1003,2023-02-24,Kathy,3 Steak-Burrito 1 Chips&Salsa,29.76,
1015,2023-02-24,Brooke,4 Veggie-Burrito 2 soda,38.06,
1013,2023-02-24,Harley,3 Veggie-Bowl 2 water,29.77,
1013,2023-02-24,Miguel,2 Chicken-Burrito 0,17.38,
1003,2023-02-24,Frankie,3 Steak-Tacos 0,26.67,
1015,2023-02-24,Lucas,3 Beef-Bowl 0,26.97,
1015,2023-02-24,Steph,3 Beef-Bowl 2 water,31.87,
1011,2023-02-24,Bailey,4 Chicken-Bowl 1 Chips&Salsa,36.95,
1005,2023-02-24,Kai,2 Veggie-Bowl 4 Chips&Guacamole,31.34,
1009,2023-02-24,Ronald,3 Chicken-Bowl 3 soda,33.42,
1006,2023-02-24,Susan,2 Veggie-Bowl 0,16.58,
1011,2023-02-24,Harper,3 Steak-Tacos 1 soda,29.12,
1012,2023-02-24,Jeff,3 Chicken-Bowl 4 Chips&Salsa,34.83,
1005,2023-02-24,Nick,4 Veggie-Burrito 0,33.16,
1003,2023-02-24,Faith,3 Beef-Bowl 3 Chips&Guacamole,38.04,
1011,2023-02-24,Taylor,5 Veggie-Bowl 0,41.45,
1003,2023-02-24,Jesse,2 Beef-Tacos 4 Chips&Queso,31.54,
1006,2023-02-24,Tom,1 Chicken-Burrito 3 water,16.04,
1015,2023-02-24,Hannah,2 Beef-Bowl 0,17.98,
1005,2023-02-24,Reese,5 Steak-Bowl 1 water,48.4,
1011,2023-02-24,June,5 Veggie-Burrito 4 Chips&Queso,55.41,
1003,2023-02-24,Susan,4 Chicken-Burrito 1 Chips&Salsa,36.95,
1011,2023-02-24,Skyler,4 Veggie-Bowl 3 water,40.51,
1005,2023-02-24,Dalal,5 Chicken-Burrito 3 Chips&Guacamole,54.52,
1006,2023-02-24,Marshall,2 Steak-Bowl 0,18.38,
1008,2023-02-24,Jerry,3 Veggie-Burrito 2 Chips&Guacamole,32.25,
1009,2023-02-24,Skyler,2 Steak-Burrito 3 water,25.73,
1012,2023-02-24,Marty,3 Beef-Bowl 1 Chips&Queso,30.46,
1006,2023-02-24,Emily,5 Steak-Tacos 4 Chips&Queso,58.41,
1005,2023-02-24,Eli,1 Chicken-Bowl 4 Chips&Guacamole,23.45,
1005,2023-02-24,Steph,1 Veggie-Burrito 3 water,15.64,
1013,2023-02-24,Susan,3 Beef-Burrito 3 Chips&Queso,37.44,
1013,2023-02-24,Alex,2 Steak-Tacos 0,17.78,
1012,2023-02-24,John,4 Beef-Tacos 4 Chips&Guacamole,49.92,
1013,2023-02-24,Octavion,1 Veggie-Tacos 1 water,10.34,
1012,2023-02-24,Eli,1 Beef-Tacos 2 Chips&Queso,15.77,
1011,2023-02-24,Prakul,2 Beef-Burrito 3 soda,25.33,
1006,2023-02-24,Marcos,3 Veggie-Bowl 0,24.87,
1006,2023-02-24,Blake,5 Veggie-Tacos 0,39.45,
1012,2023-02-24,Mason,2 Veggie-Tacos 0,15.78,
1009,2023-02-24,Hannah,5 Steak-Tacos 2 soda,49.35,
1006,2023-02-24,Maple,4 Beef-Burrito 0,35.96,
1006,2023-02-24,June,4 Veggie-Burrito 1 Chips&Salsa,35.35,
1013,2023-02-24,Cameron,5 Steak-Burrito 3 water,53.3,
1008,2023-02-24,Brenden,2 Veggie-Tacos 3 soda,23.13,
1008,2023-02-24,Stephen,2 Veggie-Burrito 0,16.58,
1005,2023-02-24,Skyler,5 Steak-Tacos 4 Chips&Salsa,53.21,
1006,2023-02-24,Tyler,3 Veggie-Bowl 2 soda,29.77,
1005,2023-02-24,Martha,2 Steak-Bowl 3 Chips&Queso,28.85,
1015,2023-02-24,Sue,3 Veggie-Tacos 3 Chips&Salsa,30.24,
1005,2023-02-24,Kim,5 Chicken-Bowl 1 water,45.9,
1012,2023-02-24,Daniel,1 Veggie-Bowl 0,8.29,
1009,2023-02-24,Eli,1 Beef-Bowl 0,8.99,
1009,2023-02-24,John,3 Steak-Bowl 0,27.57,
1009,2023-02-24,Jesse,4 Chicken-Burrito 3 soda,42.11,
1008,2023-02-24,Frankie,4 Chicken-Tacos 4 Chips&Queso,45.52,
1006,2023-02-24,Ronald,3 Steak-Bowl 4 Chips&Queso,41.53,
1006,2023-02-24,Ray,1 Chicken-Tacos 3 Chips&Salsa,14.46,
1008,2023-02-24,Cole,5 Veggie-Bowl 2 soda,46.35,
1006,2023-02-24,Kai,5 Beef-Bowl 3 soda,52.3,
1012,2023-02-24,Mason,5 Veggie-Tacos 0,39.45,
1008,2023-02-24,Marta,1 Chicken-Bowl 2 water,13.59,
1015,2023-02-24,Drew,1 Steak-Tacos 1 water,11.34,
1013,2023-02-24,Lebron,5 Steak-Bowl 3 soda,53.3,
1005,2023-02-24,Steph,3 Steak-Bowl 0,27.57,
1013,2023-02-24,Riley,4 Beef-Bowl 1 Chips&Guacamole,39.65,
1005,2023-02-24,David,3 Steak-Burrito 3 Chips&Guacamole,38.64,
1005,2023-02-24,Ayo,2 Veggie-Tacos 0,15.78,
1006,2023-02-24,Daniel,3 Steak-Burrito 0,27.57,
1003,2023-02-24,Emily,4 Chicken-Bowl 0,34.76,
1012,2023-02-24,Brenden,3 Beef-Tacos 3 soda,33.72,
1008,2023-02-24,Mason,5 Beef-Bowl 0,44.95,
1008,2023-02-24,Garrett,2 Veggie-Bowl 2 soda,21.48,
1013,2023-02-24,Eli,2 Chicken-Tacos 1 Chips&Salsa,17.97,
1015,2023-02-24,Alex,3 Veggie-Bowl 0,24.87,
1003,2023-02-24,Emery,4 Beef-Burrito 4 Chips&Guacamole,50.72,
1006,2023-02-24,Logan,3 Steak-Tacos 0,26.67,
1009,2023-02-24,Gabriel,4 Veggie-Burrito 4 Chips&Queso,47.12,
1005,2023-02-24,Alex,1 Beef-Burrito 1 soda,11.44,
1011,2023-02-24,Lucas,3 Beef-Burrito 1 soda,29.42,
1011,2023-02-24,Chen,4 Steak-Tacos 1 soda,38.01,
1008,2023-02-24,Rohan,5 Veggie-Burrito 1 soda,43.9,
1005,2023-02-24,Kathy,3 Beef-Burrito 1 Chips&Queso,30.46,
1015,2023-02-24,Marta,1 Veggie-Burrito 0,8.29,
1005,2023-02-24,Kobe,4 Beef-Tacos 0,35.16,
1006,2023-02-24,Dalal,2 Steak-Burrito 0,18.38,
1013,2023-02-24,Cole,5 Steak-Tacos 0,44.45,
1005,2023-02-24,Kennedy,5 Veggie-Bowl 1 water,43.9,
1009,2023-02-24,Jules,5 Chicken-Bowl 4 Chips&Queso,57.41,
1015,2023-02-24,Zach,3 Veggie-Tacos 1 soda,26.12,
1003,2023-02-24,Reese,1 Beef-Burrito 2 soda,13.89,
1009,2023-02-24,Mark,1 Beef-Burrito 2 water,13.89,
1013,2023-02-24,Jesse,2 Steak-Tacos 2 water,22.68,
1005,2023-02-24,Chen,5 Chicken-Tacos 2 Chips&Guacamole,46.83,
1006,2023-02-24,Ronald,1 Steak-Bowl 3 soda,16.54,
1008,2023-02-24,Kai,4 Veggie-Tacos 2 Chips&Salsa,35.94,
1005,2023-02-24,Steph,4 Beef-Tacos 4 Chips&Salsa,43.92,
1013,2023-02-24,Kendall,3 Steak-Bowl 1 Chips&Salsa,29.76,
1011,2023-02-24,Ayo,5 Chicken-Bowl 3 Chips&Salsa,50.02,
1005,2023-02-24,Marcos,2 Chicken-Tacos 1 soda,18.23,
1011,2023-02-24,Frankie,5 Veggie-Bowl 1 Chips&Guacamole,45.14,
1011,2023-02-24,Emery,2 Veggie-Bowl 0,16.58,
1009,2023-02-24,Sage,2 Chicken-Bowl 2 water,22.28,
1012,2023-02-24,Stevie,3 Steak-Burrito 0,27.57,
1009,2023-02-24,Brenden,2 Chicken-Bowl 3 soda,24.73,
1006,2023-02-24,Kobe,3 Beef-Burrito 2 water,31.87,
1006,2023-02-24,Stephanie,1 Steak-Tacos 0,8.89,
1008,2023-02-24,Rob,2 Chicken-Tacos 0,15.78,
1006,2023-02-24,Zach,3 Beef-Tacos 3 Chips&Queso,36.84,
1012,2023-02-24,Jeff,1 Beef-Burrito 3 Chips&Guacamole,20.06,
1009,2023-02-24,Brandon,3 Beef-Burrito 3 Chips&Guacamole,38.04,
1009,2023-02-24,Sue,2 Veggie-Burrito 0,16.58,
1013,2023-02-24,Drew,5 Chicken-Tacos 0,39.45,
1003,2023-02-24,Logan,5 Chicken-Burrito 4 Chips&Guacamole,58.21,
1009,2023-02-24,Kendall,5 Steak-Bowl 2 soda,50.85,
1011,2023-02-24,Octavion,3 Steak-Tacos 3 Chips&Salsa,33.24,
1015,2023-02-24,Ray,3 Beef-Burrito 4 Chips&Salsa,35.73,
1009,2023-02-24,Prakul,1 Beef-Tacos 0,8.79,
1003,2023-02-24,Lauren,5 Beef-Bowl 4 Chips&Salsa,53.71,
1005,2023-02-24,Blake,4 Veggie-Tacos 1 Chips&Guacamole,35.25,
1012,2023-02-24,Mason,3 Chicken-Burrito 0,26.07,
1006,2023-02-24,Dana,5 Steak-Tacos 3 Chips&Salsa,51.02,
1008,2023-02-24,Reily,3 Chicken-Burrito 0,26.07,
1006,2023-02-24,Conner,1 Chicken-Tacos 3 Chips&Queso,18.36,
1005,2023-02-24,Taylor,2 Chicken-Burrito 0,17.38,
1009,2023-02-24,Eli,2 Beef-Tacos 4 Chips&Salsa,26.34,
1009,2023-02-24,Stephen,5 Beef-Tacos 0,43.95,
1003,2023-02-24,Kathy,3 Steak-Bowl 4 Chips&Salsa,36.33,
1009,2023-02-24,Skyler,4 Chicken-Burrito 0,34.76,
1008,2023-02-24,Jeff,2 Beef-Tacos 3 Chips&Guacamole,28.65,
1012,2023-02-24,April,5 Chicken-Burrito 0,43.45,
1008,2023-02-24,Nick,1 Chicken-Burrito 2 Chips&Guacamole,16.07,
1003,2023-02-27,Brandon,5 Veggie-Burrito 0,41.45,
1006,2023-02-27,Taylor,3 Chicken-Bowl 2 soda,30.97,
1008,2023-02-27,Sage,5 Steak-Burrito 0,45.95,
1005,2023-02-27,Steph,1 Steak-Burrito 1 Chips&Queso,12.68,
1013,2023-02-27,Sue,3 Steak-Tacos 2 soda,31.57,
1012,2023-02-27,Hayden,3 Chicken-Tacos 3 soda,31.02,
1003,2023-02-27,Dalal,2 Veggie-Bowl 0,16.58,
1006,2023-02-27,Cameron,3 Steak-Bowl 3 water,34.92,
1008,2023-02-27,Toby,3 Chicken-Burrito 0,26.07,
1003,2023-02-27,Bailey,1 Beef-Burrito 0,8.99,
1006,2023-02-27,Ronald,1 Steak-Bowl 3 soda,16.54,
1015,2023-02-27,Leonard,3 Veggie-Bowl 0,24.87,
1003,2023-02-27,Malcholm,5 Steak-Burrito 0,45.95,
1012,2023-02-27,Rob,5 Steak-Burrito 0,45.95,
1003,2023-02-27,Emmett,1 Steak-Burrito 0,9.19,
1012,2023-02-27,John,2 Steak-Bowl 0,18.38,
1013,2023-02-27,Samuel,2 Steak-Bowl 1 Chips&Guacamole,22.07,
1009,2023-02-27,Lauren,1 Beef-Burrito 1 water,11.44,
1006,2023-02-27,Emmett,4 Veggie-Tacos 4 Chips&Guacamole,46.32,
1003,2023-02-27,Susan,4 Chicken-Bowl 0,34.76,
1005,2023-02-27,Lucas,1 Steak-Tacos 3 soda,16.24,
1009,2023-02-27,Harper,1 Chicken-Bowl 2 water,13.59,
1008,2023-02-27,Jaden,3 Veggie-Bowl 0,24.87,
1015,2023-02-27,Ronald,4 Chicken-Bowl 2 soda,39.66,
1013,2023-02-27,Jordan,3 Steak-Burrito 0,27.57,
1015,2023-02-27,Brooke,3 Beef-Tacos 0,26.37,
1005,2023-02-27,April,3 Beef-Tacos 2 water,31.27,
1013,2023-02-27,Hannah,4 Veggie-Bowl 0,33.16,
1011,2023-02-27,Kathy,4 Steak-Burrito 0,36.76,
1011,2023-02-27,Sage,1 Beef-Burrito 3 Chips&Queso,19.46,
1009,2023-02-27,Dana,1 Chicken-Bowl 0,8.69,
1008,2023-02-27,Kai,2 Chicken-Bowl 2 Chips&Guacamole,24.76,
1012,2023-02-27,Daniel,3 Steak-Burrito 0,27.57,
1012,2023-02-27,Jules,5 Steak-Bowl 3 water,53.3,
1003,2023-02-27,Ronald,5 Veggie-Bowl 2 water,46.35,
1006,2023-02-27,Zach,5 Veggie-Tacos 1 water,41.9,
1005,2023-02-27,John,5 Veggie-Burrito 4 Chips&Queso,55.41,
1012,2023-02-27,Alex,1 Steak-Burrito 2 water,14.09,
1003,2023-02-27,Reese,2 Steak-Tacos 2 soda,22.68,
1015,2023-02-27,Brandon,5 Veggie-Burrito 2 soda,46.35,
1003,2023-02-27,Drew,5 Chicken-Bowl 4 Chips&Queso,57.41,
1005,2023-02-27,Skyler,1 Veggie-Bowl 2 Chips&Queso,15.27,
1003,2023-02-27,Drake,1 Veggie-Tacos 0,7.89,
1009,2023-02-27,Spencer,3 Veggie-Burrito 4 Chips&Guacamole,39.63,
1012,2023-02-27,Daniel,4 Beef-Tacos 0,35.16,
1003,2023-02-27,Hannah,3 Veggie-Bowl 3 Chips&Salsa,31.44,
1005,2023-02-27,Jesse,3 Steak-Burrito 3 soda,34.92,
1005,2023-02-27,Dalal,1 Chicken-Bowl 3 Chips&Salsa,15.26,
1009,2023-02-27,Reese,3 Steak-Burrito 3 soda,34.92,
1003,2023-02-27,Conner,2 Beef-Tacos 0,17.58,
1003,2023-02-27,Reily,3 Beef-Burrito 2 Chips&Guacamole,34.35,
1003,2023-02-27,Morgan,3 Chicken-Bowl 3 water,33.42,
1015,2023-02-27,Avery,1 Steak-Bowl 2 soda,14.09,
1015,2023-02-27,Garrett,3 Chicken-Bowl 4 Chips&Salsa,34.83,
1011,2023-02-27,Taylor,5 Beef-Burrito 3 Chips&Salsa,51.52,
1009,2023-02-27,Avery,1 Veggie-Tacos 2 soda,12.79,
1003,2023-02-27,Prakul,5 Beef-Burrito 1 Chips&Queso,48.44,
1008,2023-02-27,Leonard,5 Beef-Tacos 3 Chips&Queso,54.42,
1015,2023-02-27,June,5 Steak-Burrito 0,45.95,
1015,2023-02-27,Alex,2 Steak-Bowl 1 Chips&Queso,21.87,
1012,2023-02-27,Dakota,2 Steak-Bowl 0,18.38,
1005,2023-02-27,Emmett,2 Beef-Burrito 0,17.98,
1009,2023-02-27,Tyler,5 Beef-Bowl 2 Chips&Guacamole,52.33,
1006,2023-02-27,Kennedy,5 Veggie-Burrito 1 water,43.9,
1011,2023-02-27,Jesse,3 Steak-Tacos 0,26.67,
1009,2023-02-27,Prakul,1 Steak-Tacos 1 water,11.34,
1008,2023-02-27,Frankie,3 Veggie-Tacos 3 soda,31.02,
1013,2023-02-27,Ryan,1 Veggie-Burrito 1 Chips&Guacamole,11.98,
1003,2023-02-27,Sue,3 Chicken-Burrito 3 soda,33.42,
1012,2023-02-27,Brandon,3 Beef-Tacos 4 Chips&Guacamole,41.13,
1015,2023-02-27,Rohan,5 Veggie-Bowl 3 Chips&Salsa,48.02,
1013,2023-02-27,Conner,1 Steak-Burrito 0,9.19,
1009,2023-02-27,Kim,1 Steak-Bowl 0,9.19,
1006,2023-02-27,John,4 Chicken-Tacos 0,31.56,
1009,2023-02-27,Nicole,2 Beef-Burrito 3 soda,25.33,
1012,2023-02-27,Stevie,3 Chicken-Bowl 0,26.07,
1009,2023-02-27,Elliot,5 Veggie-Bowl 0,41.45,
1012,2023-02-27,Marcus,4 Veggie-Tacos 4 Chips&Salsa,40.32,
1011,2023-02-27,Toby,5 Steak-Bowl 2 Chips&Guacamole,53.33,
1015,2023-02-27,Steph,5 Veggie-Tacos 0,39.45,
1005,2023-02-27,Harper,2 Beef-Tacos 3 water,24.93,
1003,2023-02-27,Stephen,4 Steak-Burrito 2 Chips&Queso,43.74,
1012,2023-02-27,Leonard,2 Chicken-Tacos 1 water,18.23,
1009,2023-02-27,Reily,3 Veggie-Bowl 0,24.87,
1009,2023-02-27,Rohan,5 Beef-Burrito 0,44.95,
1013,2023-02-27,Lauren,3 Steak-Tacos 2 soda,31.57,
1011,2023-02-27,Jordan,3 Veggie-Bowl 3 Chips&Guacamole,35.94,
1015,2023-02-27,Chen,2 Steak-Bowl 1 water,20.83,
1011,2023-02-27,Jayden,1 Chicken-Tacos 1 water,10.34,
1008,2023-02-27,Faith,5 Chicken-Bowl 1 soda,45.9,
1005,2023-02-27,Ronald,1 Beef-Bowl 4 Chips&Guacamole,23.75,
1011,2023-02-27,Ronald,3 Chicken-Tacos 1 soda,26.12,
1008,2023-02-27,Caroline,5 Beef-Burrito 3 water,52.3,
1008,2023-02-27,Ryan,1 Veggie-Burrito 2 water,13.19,
1008,2023-02-27,Conner,5 Veggie-Bowl 0,41.45,
1008,2023-02-27,Emily,1 Veggie-Bowl 0,8.29,
1008,2023-02-27,Tyler,5 Veggie-Tacos 0,39.45,
1003,2023-02-27,Dalal,4 Chicken-Burrito 2 Chips&Salsa,39.14,
1008,2023-02-27,Skyler,2 Veggie-Bowl 0,16.58,
1005,2023-02-27,Sage,5 Chicken-Bowl 0,43.45,
1015,2023-02-27,Reginald,3 Beef-Tacos 4 Chips&Salsa,35.13,
1013,2023-02-27,Mason,5 Beef-Burrito 3 water,52.3,
1009,2023-02-27,Stevie,1 Chicken-Tacos 2 water,12.79,
1015,2023-02-27,Jayden,5 Veggie-Bowl 0,41.45,
1015,2023-02-27,Nick,5 Steak-Bowl 1 soda,48.4,
1006,2023-02-27,Rowan,1 Chicken-Bowl 2 water,13.59,
1005,2023-02-27,Gabriel,5 Chicken-Bowl 0,43.45,
1008,2023-02-27,Emily,4 Veggie-Bowl 2 Chips&Queso,40.14,
1011,2023-02-27,Sam,4 Chicken-Bowl 0,34.76,
1012,2023-02-27,Daniel,5 Steak-Bowl 0,45.95,
1003,2023-02-27,Kobe,3 Beef-Tacos 0,26.37,
1015,2023-02-27,Stevie,1 Steak-Burrito 3 water,16.54,
1006,2023-02-27,Blake,5 Steak-Bowl 0,45.95,
1005,2023-02-27,Steph,1 Chicken-Tacos 3 water,15.24,
1015,2023-02-27,Mark,5 Steak-Tacos 2 soda,49.35,
1013,2023-02-27,Emery,2 Veggie-Burrito 3 Chips&Salsa,23.15,
1006,2023-02-27,Nick,2 Beef-Tacos 4 Chips&Salsa,26.34,
1013,2023-02-27,Nicole,3 Beef-Tacos 3 Chips&Guacamole,37.44,
1003,2023-02-27,Sam,5 Steak-Bowl 0,45.95,
1003,2023-02-27,Hannah,4 Chicken-Bowl 3 soda,42.11,
1013,2023-02-27,Kim,1 Veggie-Burrito 3 Chips&Guacamole,19.36,
1008,2023-02-27,Riley,3 Beef-Tacos 2 Chips&Guacamole,33.75,
1015,2023-02-27,Eli,3 Beef-Burrito 3 Chips&Guacamole,38.04,
1009,2023-02-27,Yvonne,5 Beef-Burrito 2 soda,49.85,
1009,2023-02-27,Samuel,5 Chicken-Burrito 0,43.45,
1003,2023-02-27,Jerry,3 Veggie-Bowl 4 Chips&Guacamole,39.63,
1006,2023-02-27,Marty,3 Chicken-Bowl 2 Chips&Queso,33.05,
1008,2023-02-27,John,5 Beef-Burrito 3 Chips&Queso,55.42,
1013,2023-02-27,Samuel,3 Beef-Bowl 0,26.97,
1003,2023-02-27,Bailey,5 Veggie-Burrito 0,41.45,
1003,2023-02-27,Elliot,5 Veggie-Bowl 2 soda,46.35,
1012,2023-02-27,Charlie,5 Veggie-Tacos 0,39.45,
1008,2023-02-27,Sue,2 Chicken-Burrito 0,17.38,
1013,2023-02-27,Samuel,1 Chicken-Bowl 0,8.69,
1012,2023-02-27,Adam,2 Chicken-Tacos 2 soda,20.68,
1006,2023-02-27,Kathy,5 Veggie-Bowl 1 soda,43.9,
1008,2023-02-27,Jayden,4 Veggie-Tacos 1 water,34.01,
1012,2023-02-27,Garrett,1 Beef-Burrito 4 Chips&Salsa,17.75,
1005,2023-02-27,Nick,4 Veggie-Bowl 3 Chips&Queso,43.63,
1003,2023-02-27,Lucas,4 Chicken-Bowl 1 water,37.21,
1012,2023-02-27,Daniel,5 Steak-Tacos 2 soda,49.35,
1008,2023-02-27,Emmett,4 Beef-Bowl 4 Chips&Salsa,44.72,
1008,2023-02-27,Harper,4 Steak-Bowl 3 Chips&Salsa,43.33,
1011,2023-02-27,Cameron,5 Veggie-Burrito 0,41.45,
1005,2023-02-27,Jaden,1 Chicken-Bowl 2 soda,13.59,
1005,2023-02-27,Reginald,1 Chicken-Burrito 2 water,13.59,
